Entity,Code,Date,Cumulative tests,Cumulative tests per million,Total confirmed cases (cases),Confirmed cases per million (cases per million),Total confirmed deaths (deaths),Confirmed deaths per million (deaths per million)
Afghanistan,AFG,"Dec 31, 2019",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 1, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 2, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 3, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 4, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 5, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 6, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 7, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 8, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 9, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 10, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 11, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 12, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 13, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 14, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 15, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 16, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 17, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 18, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 19, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 20, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 21, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 22, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 23, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 24, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 25, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 26, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 27, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 28, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 29, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 30, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Jan 31, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 1, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 2, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 3, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 4, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 5, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 6, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 7, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 8, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 9, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 10, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 11, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 12, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 13, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 14, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 15, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 16, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 17, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 18, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 19, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 20, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 21, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 22, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 23, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 24, 2020",,,0.0,0.0,0.0,0.0
Afghanistan,AFG,"Feb 25, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Feb 26, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Feb 27, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Feb 28, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Feb 29, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Mar 1, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Mar 2, 2020",,,1.0,0.02568822544993633,0.0,0.0
Afghanistan,AFG,"Mar 8, 2020",,,4.0,0.10275290179974532,0.0,0.0
Afghanistan,AFG,"Mar 11, 2020",,,7.0,0.17981757814955432,0.0,0.0
Afghanistan,AFG,"Mar 15, 2020",,,10.0,0.2568822544993633,0.0,0.0
Afghanistan,AFG,"Mar 16, 2020",,,16.0,0.4110116071989813,0.0,0.0
Afghanistan,AFG,"Mar 17, 2020",,,21.0,0.5394527344486629,0.0,0.0
Afghanistan,AFG,"Mar 18, 2020",,,22.0,0.5651409598985992,0.0,0.0
Afghanistan,AFG,"Mar 19, 2020",,,22.0,0.5651409598985992,0.0,0.0
Afghanistan,AFG,"Mar 20, 2020",,,22.0,0.5651409598985992,0.0,0.0
Afghanistan,AFG,"Mar 21, 2020",,,24.0,0.6165174107984719,0.0,0.0
Afghanistan,AFG,"Mar 22, 2020",,,24.0,0.6165174107984719,0.0,0.0
Afghanistan,AFG,"Mar 23, 2020",,,34.0,0.8733996652978353,0.0,0.0
Afghanistan,AFG,"Mar 24, 2020",,,40.0,1.0275290179974532,1.0,0.02568822544993633
Afghanistan,AFG,"Mar 25, 2020",,,42.0,1.078905468897326,1.0,0.02568822544993633
Afghanistan,AFG,"Mar 26, 2020",,,75.0,1.9266169087452247,1.0,0.02568822544993633
Afghanistan,AFG,"Mar 27, 2020",,,75.0,1.9266169087452247,1.0,0.02568822544993633
Afghanistan,AFG,"Mar 28, 2020",,,91.0,2.337628515944206,2.0,0.05137645089987266
Afghanistan,AFG,"Mar 29, 2020",,,106.0,2.722951897693251,3.0,0.07706467634980899
Afghanistan,AFG,"Mar 30, 2020",,,114.0,2.928457701292741,4.0,0.10275290179974532
Afghanistan,AFG,"Mar 31, 2020",,,141.0,3.622039788441023,4.0,0.10275290179974532
Afghanistan,AFG,"Apr 1, 2020",,,166.0,4.264245424689431,4.0,0.10275290179974532
Afghanistan,AFG,"Apr 2, 2020",,,192.0,4.932139286387775,4.0,0.10275290179974532
Afghanistan,AFG,"Apr 3, 2020",,,235.0,6.036732980735037,4.0,0.10275290179974532
Afghanistan,AFG,"Apr 4, 2020",,,235.0,6.036732980735037,4.0,0.10275290179974532
Afghanistan,AFG,"Apr 5, 2020",,,270.0,6.935820871482808,5.0,0.12844112724968165
Afghanistan,AFG,"Apr 6, 2020",,,299.0,7.680779409530962,7.0,0.17981757814955432
Afghanistan,AFG,"Apr 7, 2020",,,337.0,8.656931976628544,7.0,0.17981757814955432
Afghanistan,AFG,"Apr 8, 2020",,,367.0,9.427578740126632,11.0,0.2825704799492996
Afghanistan,AFG,"Apr 9, 2020",,,423.0,10.866119365323069,14.0,0.35963515629910864
Afghanistan,AFG,"Apr 10, 2020",,,484.0,12.433101117769187,15.0,0.38532338174904496
Afghanistan,AFG,"Apr 11, 2020",,,521.0,13.383565459416829,15.0,0.38532338174904496
Afghanistan,AFG,"Apr 12, 2020",,,555.0,14.256965124714663,18.0,0.462388058098854
Afghanistan,AFG,"Apr 13, 2020",,,607.0,15.59275284811135,18.0,0.462388058098854
Africa,,"Dec 31, 2019",,,0.0,0.0,0.0,0.0
Africa,,"Jan 1, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 2, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 3, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 4, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 5, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 6, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 7, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 8, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 9, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 10, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 11, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 12, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 13, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 14, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 15, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 16, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 17, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 18, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 19, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 20, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 21, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 22, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 23, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 24, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 25, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 26, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 27, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 28, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 29, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 30, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Jan 31, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 1, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 2, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 3, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 4, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 5, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 6, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 7, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 8, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 9, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 10, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 11, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 12, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 13, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 14, 2020",,,0.0,0.0,0.0,0.0
Africa,,"Feb 15, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 16, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 17, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 18, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 19, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 20, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 21, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 22, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 23, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 24, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 25, 2020",,,1.0,0.000745935706087332,0.0,0.0
Africa,,"Feb 26, 2020",,,2.0,0.001491871412174664,0.0,0.0
Africa,,"Feb 27, 2020",,,2.0,0.001491871412174664,0.0,0.0
Africa,,"Feb 28, 2020",,,3.0,0.002237807118261996,0.0,0.0
Africa,,"Feb 29, 2020",,,3.0,0.002237807118261996,0.0,0.0
Africa,,"Mar 1, 2020",,,3.0,0.002237807118261996,0.0,0.0
Africa,,"Mar 2, 2020",,,6.0,0.004475614236523992,0.0,0.0
Africa,,"Mar 3, 2020",,,9.0,0.0067134213547859894,0.0,0.0
Africa,,"Mar 4, 2020",,,11.0,0.008205292766960652,0.0,0.0
Africa,,"Mar 5, 2020",,,20.0,0.01491871412174664,0.0,0.0
Africa,,"Mar 6, 2020",,,29.0,0.02163213547653263,0.0,0.0
Africa,,"Mar 7, 2020",,,43.0,0.03207523536175528,0.0,0.0
Africa,,"Mar 8, 2020",,,44.0,0.03282117106784261,0.0,0.0
Africa,,"Mar 9, 2020",,,83.0,0.06191266360524856,1.0,0.000745935706087332
Africa,,"Mar 10, 2020",,,95.0,0.07086389207829655,1.0,0.000745935706087332
Africa,,"Mar 11, 2020",,,105.0,0.07832324913916988,1.0,0.000745935706087332
Africa,,"Mar 12, 2020",,,118.0,0.08802041331830518,2.0,0.001491871412174664
Africa,,"Mar 13, 2020",,,158.0,0.11785784156179847,4.0,0.002983742824349328
Africa,,"Mar 14, 2020",,,202.0,0.1506790126296411,5.0,0.003729678530436661
Africa,,"Mar 15, 2020",,,239.0,0.17827863375487238,6.0,0.004475614236523992
Africa,,"Mar 16, 2020",,,324.0,0.2416831687722956,8.0,0.005967485648698656
Africa,,"Mar 17, 2020",,,404.0,0.3013580252592822,8.0,0.005967485648698656
Africa,,"Mar 18, 2020",,,494.0,0.3684922388071421,12.0,0.008951228473047985
Africa,,"Mar 19, 2020",,,634.0,0.4729232376593686,16.0,0.011934971297397312
Africa,,"Mar 20, 2020",,,736.0,0.5490086796802764,17.0,0.012680907003484643
Africa,,"Mar 21, 2020",,,967.0,0.7213198277864501,24.0,0.01790245694609597
Africa,,"Mar 22, 2020",,,1131.0,0.8436532835847725,30.0,0.022378071182619964
Africa,,"Mar 23, 2020",,,1290.0,0.9622570608526584,42.0,0.03132929965566795
Africa,,"Mar 24, 2020",,,1697.0,1.2658528932302024,52.0,0.03878865671654127
Africa,,"Mar 25, 2020",,,2170.0,1.6186804822095109,62.0,0.04624801377741459
Africa,,"Mar 26, 2020",,,2652.0,1.9782214925436048,68.0,0.05072362801393858
Africa,,"Mar 27, 2020",,,3216.0,2.3989292307768597,80.0,0.059674856486986574
Africa,,"Mar 28, 2020",,,3700.0,2.759962112523129,98.0,0.07310169919655854
Africa,,"Mar 29, 2020",,,4079.0,3.042671745130228,121.0,0.0902582204365672
Africa,,"Mar 30, 2020",,,4572.0,3.4104180482312816,141.0,0.10517693455831384
Africa,,"Mar 31, 2020",,,5064.0,3.77741841562625,162.0,0.1208415843861478
Africa,,"Apr 1, 2020",,,5494.0,4.0981707692438025,180.0,0.13426842709571976
Africa,,"Apr 2, 2020",,,6248.0,4.660606291633651,224.0,0.1670895981635624
Africa,,"Apr 3, 2020",,,6744.0,5.030590401852968,251.0,0.18722986222792035
Africa,,"Apr 4, 2020",,,7323.0,5.462487175677532,283.0,0.21109980482271495
Africa,,"Apr 5, 2020",,,8489.0,6.332248208975363,379.0,0.2827096326070989
Africa,,"Apr 6, 2020",,,9175.0,6.8439601033512725,434.0,0.3237360964419021
Africa,,"Apr 7, 2020",,,9802.0,7.311661791068028,477.0,0.35581133180365737
Africa,,"Apr 8, 2020",,,10524.0,7.850227370863083,523.0,0.3901243742836747
Africa,,"Apr 9, 2020",,,11446.0,8.537980091875601,573.0,0.4274211595880413
Africa,,"Apr 10, 2020",,,12280.0,9.160090470752436,630.0,0.4699394948350192
Africa,,"Apr 11, 2020",,,12952.0,9.661359265243123,691.0,0.5154415729063465
Africa,,"Apr 12, 2020",,,13666.0,10.193957359389481,743.0,0.5542302296228877
Africa,,"Apr 13, 2020",,,14522.0,10.832478323800236,789.0,0.588543272102905
Albania,ALB,"Mar 9, 2020",,,2.0,0.6949753283758426,0.0,0.0
Albania,ALB,"Mar 10, 2020",,,6.0,2.084925985127528,0.0,0.0
Albania,ALB,"Mar 11, 2020",,,10.0,3.474876641879213,0.0,0.0
Albania,ALB,"Mar 12, 2020",,,11.0,3.822364306067135,1.0,0.3474876641879213
Albania,ALB,"Mar 13, 2020",,,23.0,7.992216276322191,1.0,0.3474876641879213
Albania,ALB,"Mar 14, 2020",,,33.0,11.467092918201404,1.0,0.3474876641879213
Albania,ALB,"Mar 15, 2020",,,38.0,13.204531239141009,1.0,0.3474876641879213
Albania,ALB,"Mar 16, 2020",,,42.0,14.594481895892697,1.0,0.3474876641879213
Albania,ALB,"Mar 17, 2020",,,51.0,17.72187087358399,1.0,0.3474876641879213
Albania,ALB,"Mar 18, 2020",,,55.0,19.11182153033567,1.0,0.3474876641879213
Albania,ALB,"Mar 19, 2020",,,59.0,20.501772187087358,2.0,0.6949753283758426
Albania,ALB,"Mar 20, 2020",,,70.0,24.324136493154487,2.0,0.6949753283758426
Albania,ALB,"Mar 21, 2020",,,70.0,24.324136493154487,2.0,0.6949753283758426
Albania,ALB,"Mar 22, 2020",,,76.0,26.409062478282017,2.0,0.6949753283758426
Albania,ALB,"Mar 23, 2020",,,89.0,30.926402112725,2.0,0.6949753283758426
Albania,ALB,"Mar 24, 2020",,,100.0,34.74876641879213,4.0,1.3899506567516853
Albania,ALB,"Mar 25, 2020",,,123.0,42.74098269511432,5.0,1.7374383209396065
Albania,ALB,"Mar 26, 2020",,,146.0,50.73319897143652,5.0,1.7374383209396065
Albania,ALB,"Mar 27, 2020",,,174.0,60.462853568698314,6.0,2.084925985127528
Albania,ALB,"Mar 28, 2020",,,186.0,64.63270553895336,9.0,3.127388977691292
Albania,ALB,"Mar 29, 2020",,,197.0,68.4550698450205,10.0,3.474876641879213
Albania,ALB,"Mar 30, 2020",,,212.0,73.66738480783931,10.0,3.474876641879213
Albania,ALB,"Mar 31, 2020",,,223.0,77.48974911390646,12.0,4.169851970255055
Albania,ALB,"Apr 1, 2020",,,243.0,84.43950239766487,15.0,5.21231496281882
Albania,ALB,"Apr 2, 2020",,,259.0,89.99930502467161,15.0,5.21231496281882
Albania,ALB,"Apr 3, 2020",,,277.0,96.2540829800542,16.0,5.559802627006742
Albania,ALB,"Apr 4, 2020",,,304.0,105.63624991312807,17.0,5.907290291194662
Albania,ALB,"Apr 5, 2020",,,333.0,115.71339217457779,19.0,6.602265619570504
Albania,ALB,"Apr 6, 2020",,,361.0,125.4430467718396,21.0,7.2972409479463485
Albania,ALB,"Apr 7, 2020",,,377.0,131.00284939884634,22.0,7.644728612134268
Albania,ALB,"Apr 8, 2020",,,383.0,133.08777538397385,22.0,7.644728612134268
Albania,ALB,"Apr 9, 2020",,,400.0,138.99506567516852,22.0,7.644728612134268
Albania,ALB,"Apr 10, 2020",,,409.0,142.12245465285983,23.0,7.992216276322191
Albania,ALB,"Apr 11, 2020",,,416.0,144.55486830217527,23.0,7.992216276322191
Albania,ALB,"Apr 12, 2020",,,433.0,150.46215859336994,23.0,7.992216276322191
Albania,ALB,"Apr 13, 2020",,,446.0,154.9794982278129,23.0,7.992216276322191
Algeria,DZA,"Dec 31, 2019",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 1, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 2, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 3, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 4, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 5, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 6, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 7, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 8, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 9, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 10, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 11, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 12, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 13, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 14, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 15, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 16, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 17, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 18, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 19, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 20, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 21, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 22, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 23, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 24, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 25, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 26, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 27, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 28, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 29, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 30, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Jan 31, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 1, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 2, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 3, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 4, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 5, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 6, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 7, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 8, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 9, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 10, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 11, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 12, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 13, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 14, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 15, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 16, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 17, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 18, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 19, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 20, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 21, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 22, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 23, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 24, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 25, 2020",,,0.0,0.0,0.0,0.0
Algeria,DZA,"Feb 26, 2020",,,1.0,0.022804474684900884,0.0,0.0
Algeria,DZA,"Feb 27, 2020",,,1.0,0.022804474684900884,0.0,0.0
Algeria,DZA,"Feb 28, 2020",,,1.0,0.022804474684900884,0.0,0.0
Algeria,DZA,"Feb 29, 2020",,,1.0,0.022804474684900884,0.0,0.0
Algeria,DZA,"Mar 1, 2020",,,1.0,0.022804474684900884,0.0,0.0
Algeria,DZA,"Mar 2, 2020",,,3.0,0.06841342405470265,0.0,0.0
Algeria,DZA,"Mar 4, 2020",,,5.0,0.1140223734245044,0.0,0.0
Algeria,DZA,"Mar 5, 2020",,,12.0,0.2736536962188106,0.0,0.0
Algeria,DZA,"Mar 6, 2020",,,17.0,0.387676069643315,0.0,0.0
Algeria,DZA,"Mar 9, 2020",,,20.0,0.4560894936980177,0.0,0.0
Algeria,DZA,"Mar 12, 2020",,,20.0,0.4560894936980177,0.0,0.0
Algeria,DZA,"Mar 13, 2020",,,24.0,0.5473073924376212,1.0,0.022804474684900884
Algeria,DZA,"Mar 14, 2020",,,26.0,0.5929163418074229,2.0,0.04560894936980177
Algeria,DZA,"Mar 15, 2020",,,37.0,0.8437655633413327,2.0,0.04560894936980177
Algeria,DZA,"Mar 16, 2020",,,48.0,1.0946147848752423,4.0,0.09121789873960354
Algeria,DZA,"Mar 17, 2020",,,60.0,1.368268481094053,4.0,0.09121789873960354
Algeria,DZA,"Mar 18, 2020",,,60.0,1.368268481094053,5.0,0.1140223734245044
Algeria,DZA,"Mar 19, 2020",,,73.0,1.6647266519977644,6.0,0.1368268481094053
Algeria,DZA,"Mar 20, 2020",,,82.0,1.8699669241618724,7.0,0.15963132279430614
Algeria,DZA,"Mar 21, 2020",,,94.0,2.143620620380683,10.0,0.22804474684900886
Algeria,DZA,"Mar 22, 2020",,,94.0,2.143620620380683,10.0,0.22804474684900886
Algeria,DZA,"Mar 23, 2020",,,102.0,2.32605641785989,15.0,0.3420671202735133
Algeria,DZA,"Mar 24, 2020",,,189.0,4.310045715446267,17.0,0.387676069643315
Algeria,DZA,"Mar 25, 2020",,,231.0,5.267833652212103,17.0,0.387676069643315
Algeria,DZA,"Mar 26, 2020",,,264.0,6.0203813168138325,17.0,0.387676069643315
Algeria,DZA,"Mar 27, 2020",,,305.0,6.9553647788947695,21.0,0.4788939683829185
Algeria,DZA,"Mar 28, 2020",,,305.0,6.9553647788947695,21.0,0.4788939683829185
Algeria,DZA,"Mar 29, 2020",,,409.0,9.32703014612446,26.0,0.5929163418074229
Algeria,DZA,"Mar 30, 2020",,,454.0,10.353231506944999,29.0,0.6613297658621256
Algeria,DZA,"Mar 31, 2020",,,511.0,11.653086563984349,31.0,0.7069387152319274
Algeria,DZA,"Apr 1, 2020",,,584.0,13.317813215982115,35.0,0.7981566139715309
Algeria,DZA,"Apr 2, 2020",,,847.0,19.31539005811105,58.0,1.3226595317242509
Algeria,DZA,"Apr 3, 2020",,,847.0,19.31539005811105,58.0,1.3226595317242509
Algeria,DZA,"Apr 4, 2020",,,986.0,22.485212039312266,83.0,1.8927713988467731
Algeria,DZA,"Apr 5, 2020",,,1300.0,29.645817090371146,130.0,2.9645817090371147
Algeria,DZA,"Apr 6, 2020",,,1320.0,30.10190658406917,152.0,3.4662801521049342
Algeria,DZA,"Apr 7, 2020",,,1423.0,32.450767476613954,173.0,3.9451741204878528
Algeria,DZA,"Apr 8, 2020",,,1468.0,33.476968837434505,194.0,4.424068088870771
Algeria,DZA,"Apr 9, 2020",,,1572.0,35.84863420466419,205.0,4.674917310404681
Algeria,DZA,"Apr 10, 2020",,,1666.0,37.99225482504488,235.0,5.3590515509517065
Algeria,DZA,"Apr 11, 2020",,,1761.0,40.15867992011046,256.0,5.837945519334626
Algeria,DZA,"Apr 12, 2020",,,1825.0,41.61816629994411,275.0,6.271230538347743
Algeria,DZA,"Apr 13, 2020",,,1914.0,43.64776454690029,293.0,6.681711082675959
